응대ID,고객ID,제품ID,응대일시,응대채널,응대자,문의유형,상태,응대시간(분),만족도,처리완료일시,비고
SVC000667,CUST00598,PROD0003,2024-05-31 04:58:00,카톡,상담원5,제품 불량,해결완료,82,보통,,고객 피드백 있음
SVC000668,CUST00645,PROD0048,2024-05-26 00:26:00,SNS,상담원12,결제 오류,진행중,92,불만족,2024-03-26 00:08:00,고객 피드백 있음
SVC000669,CUST00510,PROD0009,2024-01-12 01:30:00,SNS,상담원20,가격 정보 문의,해결완료,76,보통,2024-01-02 01:02:00,
SVC000670,CUST00183,PROD0014,2024-05-09 01:27:00,SNS,상담원9,계정 문제,진행중,94,매우불만족,,재문의 필요
SVC000671,CUST00386,PROD0013,2024-05-15 12:30:00,전화,상담원7,배송 지연,해결완료,100,불만족,2024-06-12 07:37:00,
SVC000672,CUST00574,PROD0007,2024-06-27 03:28:00,라이브채팅,상담원19,서비스 문의,진행중,32,매우불만족,2024-02-29 02:15:00,영구차단 고객
SVC000673,CUST00731,PROD0015,2024-05-06 07:05:00,SNS,상담원20,결제 오류,진행중,100,매우만족,,
SVC000674,CUST00405,PROD0007,2024-05-22 00:44:00,SNS,상담원11,제품 문의,대기중,90,만족,2024-01-30 10:55:00,
SVC000675,CUST00246,PROD0038,2024-04-14 06:08:00,전화,상담원12,계정 문제,해결완료,53,보통,2024-02-23 00:20:00,
SVC000676,CUST00742,PROD0034,2024-04-01 09:15:00,전화,상담원3,결제 오류,대기중,77,보통,2024-01-09 16:13:00,
SVC000677,CUST00591,PROD0041,2024-06-14 02:01:00,전화,상담원17,제품 불량,해결완료,71,만족,2024-04-18 17:47:00,재문의 필요
SVC000678,CUST00661,PROD0022,2024-05-02 21:19:00,라이브채팅,상담원7,제품 문의,해결완료,93,매우만족,,긴급 처리
SVC000679,CUST00650,PROD0024,2024-02-11 22:29:00,SNS,상담원10,제품 불량,진행중,107,불만족,,영구차단 고객
SVC000680,CUST00471,PROD0049,2024-05-26 23:37:00,이메일,상담원15,기술 지원,진행중,80,매우불만족,2024-05-13 16:39:00,영구차단 고객
SVC000681,CUST00826,PROD0037,2024-01-07 14:29:00,이메일,상담원2,가격 정보 문의,진행중,97,만족,2024-05-30 19:45:00,재문의 필요
SVC000682,CUST00888,PROD0044,2024-02-05 22:25:00,SNS,상담원13,배송 지연,대기중,71,매우만족,2024-05-07 22:59:00,
SVC000683,CUST00423,PROD0001,2024-02-17 11:40:00,SNS,상담원4,계정 문제,해결완료,45,매우만족,,영구차단 고객
SVC000684,CUST00901,PROD0010,2024-04-28 22:40:00,SNS,상담원18,제품 문의,진행중,50,매우만족,2024-06-12 14:46:00,재문의 필요
SVC000685,CUST00065,PROD0043,2024-01-01 20:04:00,SNS,상담원1,가격 정보 문의,해결완료,91,보통,2024-06-13 13:09:00,
SVC000686,CUST00013,PROD0016,2024-04-08 22:21:00,라이브채팅,상담원2,반품/교환,해결완료,91,매우불만족,2024-02-03 11:54:00,고객 피드백 있음
SVC000687,CUST00213,PROD0046,2024-05-15 01:18:00,이메일,상담원2,제품 불량,해결완료,59,매우만족,2024-06-29 05:58:00,긴급 처리
SVC000688,CUST00986,PROD0008,2024-04-19 08:44:00,카톡,상담원4,기술 지원,대기중,86,만족,2024-02-23 02:33:00,영구차단 고객
SVC000689,CUST00242,PROD0049,2024-06-05 17:36:00,이메일,상담원3,제품 불량,진행중,15,보통,,고객 피드백 있음
SVC000690,CUST00493,PROD0025,2024-02-23 21:05:00,이메일,상담원17,결제 오류,해결완료,104,매우만족,2024-05-19 03:47:00,재문의 필요
SVC000691,CUST00213,PROD0050,2024-06-07 10:47:00,전화,상담원14,서비스 문의,진행중,30,만족,,
SVC000692,CUST00693,PROD0012,2024-01-15 16:58:00,SNS,상담원2,기술 지원,해결완료,76,보통,2024-02-02 06:38:00,긴급 처리
SVC000693,CUST00338,PROD0025,2024-06-21 11:56:00,SNS,상담원16,기술 지원,대기중,96,불만족,,
SVC000694,CUST00997,PROD0017,2024-01-14 03:24:00,SNS,상담원11,배송 지연,진행중,86,만족,2024-01-02 20:19:00,재문의 필요
SVC000695,CUST00173,PROD0026,2024-04-03 14:39:00,전화,상담원13,계정 문제,해결완료,17,보통,2024-01-16 12:47:00,긴급 처리
SVC000696,CUST00672,PROD0046,2024-01-11 11:23:00,라이브채팅,상담원1,반품/교환,미해결,40,만족,,
SVC000697,CUST00164,PROD0048,2024-02-14 20:35:00,라이브채팅,상담원2,반품/교환,해결완료,110,매우만족,,긴급 처리
SVC000698,CUST00465,PROD0014,2024-06-29 02:35:00,카톡,상담원2,배송 지연,진행중,108,매우만족,,고객 피드백 있음
SVC000699,CUST00995,PROD0041,2024-02-22 04:21:00,라이브채팅,상담원5,제품 불량,해결완료,112,만족,,
SVC000700,CUST00497,PROD0036,2024-03-02 17:07:00,라이브채팅,상담원4,프로모션 문의,해결완료,68,매우만족,,
SVC000701,CUST00700,PROD0023,2024-06-15 15:47:00,SNS,상담원12,가격 정보 문의,진행중,55,매우만족,2024-04-28 11:01:00,고객 피드백 있음
SVC000702,CUST00395,PROD0043,2024-05-28 22:13:00,이메일,상담원3,프로모션 문의,해결완료,80,보통,2024-04-30 12:33:00,영구차단 고객
SVC000703,CUST00703,PROD0006,2024-02-27 10:22:00,라이브채팅,상담원20,결제 오류,대기중,26,보통,2024-06-19 14:11:00,
SVC000704,CUST00917,PROD0047,2024-03-09 16:43:00,라이브채팅,상담원10,반품/교환,해결완료,64,매우만족,2024-03-30 15:29:00,
SVC000705,CUST00308,PROD0005,2024-04-18 08:03:00,전화,상담원20,계정 문제,해결완료,6,매우만족,2024-04-02 17:40:00,
SVC000706,CUST00768,PROD0043,2024-01-17 11:22:00,카톡,상담원18,서비스 문의,진행중,60,만족,,
SVC000707,CUST00183,PROD0025,2024-04-25 15:32:00,전화,상담원10,제품 불량,해결완료,44,만족,,
SVC000708,CUST00629,PROD0018,2024-05-14 03:30:00,SNS,상담원1,계정 문제,해결완료,32,만족,,영구차단 고객
SVC000709,CUST00794,PROD0013,2024-05-16 21:52:00,이메일,상담원6,계정 문제,대기중,81,보통,2024-01-09 10:09:00,재문의 필요
SVC000710,CUST00510,PROD0043,2024-05-16 09:28:00,카톡,상담원11,제품 문의,진행중,101,매우만족,2024-05-10 21:47:00,
SVC000711,CUST00708,PROD0014,2024-06-07 11:51:00,전화,상담원2,기술 지원,해결완료,7,매우만족,2024-06-17 17:15:00,
SVC000712,CUST00546,PROD0028,2024-06-21 22:51:00,라이브채팅,상담원7,가격 정보 문의,진행중,67,매우만족,2024-04-10 01:35:00,
SVC000713,CUST00564,PROD0018,2024-01-17 06:57:00,라이브채팅,상담원20,기술 지원,미해결,102,매우만족,2024-04-22 03:41:00,
SVC000714,CUST00624,PROD0028,2024-04-27 02:05:00,카톡,상담원18,계정 문제,해결완료,27,매우불만족,2024-01-17 14:43:00,
SVC000715,CUST00764,PROD0027,2024-04-10 05:18:00,라이브채팅,상담원19,배송 지연,진행중,59,만족,,
SVC000716,CUST00594,PROD0032,2024-01-20 03:10:00,전화,상담원4,프로모션 문의,해결완료,36,만족,2024-02-25 18:41:00,
SVC000717,CUST00744,PROD0047,2024-03-11 03:44:00,전화,상담원13,제품 문의,대기중,88,보통,2024-02-17 00:20:00,
SVC000718,CUST00227,PROD0009,2024-02-07 15:09:00,라이브채팅,상담원18,기술 지원,대기중,32,매우만족,,
SVC000719,CUST00745,PROD0040,2024-02-22 16:40:00,라이브채팅,상담원20,결제 오류,대기중,12,매우만족,,고객 피드백 있음
SVC000720,CUST00733,PROD0032,2024-01-06 09:26:00,SNS,상담원13,서비스 문의,미해결,7,불만족,2024-06-06 06:47:00,
SVC000721,CUST00436,PROD0020,2024-06-23 17:59:00,이메일,상담원19,서비스 문의,해결완료,98,불만족,2024-02-13 03:46:00,재문의 필요
SVC000722,CUST00925,PROD0028,2024-02-03 15:22:00,카톡,상담원17,가격 정보 문의,해결완료,93,만족,2024-03-24 21:54:00,
SVC000723,CUST00422,PROD0033,2024-04-17 14:47:00,전화,상담원1,결제 오류,해결완료,57,만족,2024-06-12 09:15:00,고객 피드백 있음
SVC000724,CUST00554,PROD0004,2024-06-14 00:18:00,카톡,상담원6,기술 지원,해결완료,98,보통,2024-02-06 07:57:00,
SVC000725,CUST00021,PROD0046,2024-02-18 02:01:00,SNS,상담원19,기술 지원,진행중,33,매우만족,,
SVC000726,CUST00554,PROD0034,2024-02-29 16:41:00,전화,상담원20,계정 문제,대기중,115,매우만족,2024-06-28 07:50:00,
SVC000727,CUST00397,PROD0048,2024-03-26 13:37:00,SNS,상담원1,기술 지원,해결완료,98,매우만족,2024-05-18 06:20:00,재문의 필요
SVC000728,CUST00625,PROD0003,2024-03-28 20:41:00,SNS,상담원8,결제 오류,해결완료,102,만족,2024-03-19 08:26:00,고객 피드백 있음
SVC000729,CUST00105,PROD0026,2024-03-24 15:37:00,라이브채팅,상담원17,서비스 문의,대기중,93,매우만족,,긴급 처리
SVC000730,CUST00192,PROD0008,2024-06-19 22:33:00,카톡,상담원15,계정 문제,해결완료,85,만족,2024-04-28 23:47:00,고객 피드백 있음
SVC000731,CUST00017,PROD0006,2024-05-20 14:29:00,카톡,상담원18,제품 불량,해결완료,63,보통,2024-02-26 05:51:00,
SVC000732,CUST00120,PROD0016,2024-03-18 18:08:00,라이브채팅,상담원7,결제 오류,진행중,28,만족,2024-03-04 00:36:00,고객 피드백 있음
SVC000733,CUST00393,PROD0024,2024-03-19 05:50:00,카톡,상담원16,배송 지연,해결완료,42,매우만족,2024-03-05 18:51:00,고객 피드백 있음
SVC000734,CUST00425,PROD0048,2024-03-07 07:30:00,라이브채팅,상담원7,기술 지원,미해결,32,만족,2024-05-07 19:45:00,
SVC000735,CUST00129,PROD0039,2024-04-05 09:49:00,전화,상담원17,서비스 문의,해결완료,101,보통,2024-02-16 14:38:00,영구차단 고객
SVC000736,CUST00130,PROD0030,2024-01-13 04:22:00,SNS,상담원4,프로모션 문의,대기중,66,매우만족,2024-05-29 14:00:00,재문의 필요
SVC000737,CUST00572,PROD0045,2024-03-13 14:10:00,SNS,상담원12,기술 지원,진행중,104,매우만족,,
SVC000738,CUST00560,PROD0013,2024-06-07 05:45:00,카톡,상담원13,배송 지연,해결완료,55,만족,,고객 피드백 있음
SVC000739,CUST00029,PROD0005,2024-05-17 09:11:00,이메일,상담원4,서비스 문의,해결완료,11,매우만족,,영구차단 고객
SVC000740,CUST00097,PROD0025,2024-02-14 22:44:00,SNS,상담원1,가격 정보 문의,해결완료,27,매우불만족,,영구차단 고객
SVC000741,CUST00010,PROD0020,2024-06-19 04:10:00,라이브채팅,상담원1,기술 지원,해결완료,50,만족,,고객 피드백 있음
SVC000742,CUST00242,PROD0018,2024-03-01 03:02:00,이메일,상담원7,계정 문제,해결완료,94,매우만족,2024-04-29 16:58:00,고객 피드백 있음
SVC000743,CUST00826,PROD0047,2024-03-22 18:08:00,이메일,상담원9,제품 문의,진행중,82,보통,2024-01-29 06:31:00,
SVC000744,CUST00956,PROD0018,2024-04-22 08:23:00,SNS,상담원1,결제 오류,진행중,110,만족,2024-03-24 04:37:00,재문의 필요
SVC000745,CUST00232,PROD0002,2024-02-17 06:35:00,SNS,상담원16,배송 지연,진행중,32,매우만족,2024-05-12 07:08:00,
SVC000746,CUST00789,PROD0010,2024-01-09 21:20:00,SNS,상담원18,기술 지원,해결완료,28,매우만족,,긴급 처리
SVC000747,CUST00284,PROD0045,2024-03-29 04:23:00,라이브채팅,상담원15,제품 불량,진행중,11,보통,2024-01-26 04:50:00,고객 피드백 있음
SVC000748,CUST00715,PROD0050,2024-04-24 17:10:00,이메일,상담원6,프로모션 문의,해결완료,116,매우만족,2024-01-14 17:12:00,고객 피드백 있음
SVC000749,CUST00759,PROD0047,2024-05-16 09:07:00,카톡,상담원2,서비스 문의,미해결,104,매우만족,,
SVC000750,CUST00802,PROD0012,2024-01-07 12:59:00,라이브채팅,상담원9,배송 지연,미해결,107,매우만족,2024-03-08 17:31:00,영구차단 고객
SVC000751,CUST00776,PROD0047,2024-05-07 04:29:00,전화,상담원4,결제 오류,대기중,83,매우만족,2024-06-24 14:33:00,재문의 필요
SVC000752,CUST00955,PROD0013,2024-03-22 04:00:00,SNS,상담원13,기술 지원,대기중,53,보통,2024-05-25 14:22:00,
SVC000753,CUST00726,PROD0050,2024-05-19 16:21:00,이메일,상담원11,제품 불량,해결완료,7,불만족,2024-06-26 23:46:00,
SVC000754,CUST00200,PROD0047,2024-06-14 22:18:00,라이브채팅,상담원13,서비스 문의,해결완료,116,보통,2024-04-05 21:32:00,고객 피드백 있음
SVC000755,CUST00945,PROD0011,2024-05-01 09:48:00,전화,상담원11,결제 오류,대기중,6,보통,2024-03-01 20:34:00,고객 피드백 있음
SVC000756,CUST00079,PROD0019,2024-05-26 21:09:00,라이브채팅,상담원19,서비스 문의,해결완료,11,매우불만족,2024-01-16 01:12:00,영구차단 고객
SVC000757,CUST00913,PROD0035,2024-05-24 23:58:00,라이브채팅,상담원8,결제 오류,해결완료,84,매우만족,,고객 피드백 있음
SVC000758,CUST00956,PROD0039,2024-04-23 10:44:00,카톡,상담원7,기술 지원,대기중,25,매우만족,2024-03-01 12:41:00,영구차단 고객
SVC000759,CUST00855,PROD0026,2024-01-29 23:30:00,카톡,상담원16,제품 문의,진행중,13,만족,,긴급 처리
SVC000760,CUST00856,PROD0046,2024-01-11 04:43:00,라이브채팅,상담원3,반품/교환,해결완료,16,만족,2024-05-26 10:07:00,
SVC000761,CUST00173,PROD0014,2024-05-21 03:19:00,전화,상담원17,계정 문제,해결완료,97,만족,2024-03-29 05:13:00,영구차단 고객
SVC000762,CUST00467,PROD0045,2024-01-07 12:39:00,이메일,상담원18,제품 문의,해결완료,28,매우만족,2024-05-26 02:01:00,고객 피드백 있음
SVC000763,CUST00581,PROD0044,2024-02-26 14:22:00,이메일,상담원15,반품/교환,대기중,37,매우만족,2024-06-13 18:10:00,
SVC000764,CUST00416,PROD0024,2024-01-24 10:03:00,SNS,상담원17,기술 지원,해결완료,82,만족,2024-05-30 23:22:00,
SVC000765,CUST00940,PROD0041,2024-06-04 20:12:00,SNS,상담원11,기술 지원,미해결,47,매우불만족,2024-01-24 09:12:00,고객 피드백 있음
SVC000766,CUST00449,PROD0001,2024-05-29 16:14:00,이메일,상담원5,기술 지원,대기중,86,만족,2024-06-16 23:32:00,
SVC000767,CUST00087,PROD0043,2024-03-12 06:01:00,라이브채팅,상담원16,반품/교환,해결완료,9,매우만족,,
SVC000768,CUST00101,PROD0022,2024-01-22 17:54:00,라이브채팅,상담원15,제품 불량,해결완료,83,보통,2024-02-20 00:36:00,
SVC000769,CUST00008,PROD0023,2024-04-24 21:42:00,카톡,상담원10,배송 지연,진행중,75,매우만족,2024-04-30 02:13:00,재문의 필요
SVC000770,CUST00845,PROD0019,2024-01-23 16:25:00,카톡,상담원14,반품/교환,미해결,93,매우만족,2024-05-07 02:38:00,재문의 필요
SVC000771,CUST00200,PROD0018,2024-02-19 15:20:00,SNS,상담원2,프로모션 문의,해결완료,18,만족,2024-02-07 12:03:00,긴급 처리
SVC000772,CUST00505,PROD0012,2024-06-03 19:32:00,이메일,상담원16,배송 지연,대기중,108,보통,2024-02-08 03:13:00,재문의 필요
SVC000773,CUST00087,PROD0028,2024-01-15 21:23:00,라이브채팅,상담원19,프로모션 문의,해결완료,40,불만족,,고객 피드백 있음
SVC000774,CUST00043,PROD0028,2024-04-11 04:45:00,이메일,상담원8,결제 오류,해결완료,39,만족,2024-06-28 14:26:00,재문의 필요
SVC000775,CUST00385,PROD0033,2024-04-19 11:24:00,전화,상담원15,계정 문제,미해결,112,만족,2024-06-18 04:03:00,
SVC000776,CUST00621,PROD0019,2024-04-05 00:18:00,이메일,상담원10,계정 문제,해결완료,54,만족,,영구차단 고객
SVC000777,CUST00435,PROD0028,2024-03-29 11:19:00,전화,상담원5,계정 문제,진행중,92,매우만족,2024-06-21 02:07:00,
SVC000778,CUST00408,PROD0049,2024-04-24 17:05:00,카톡,상담원20,가격 정보 문의,해결완료,83,매우불만족,,
SVC000779,CUST00483,PROD0037,2024-02-25 23:56:00,카톡,상담원16,반품/교환,대기중,15,보통,2024-02-03 05:02:00,재문의 필요
SVC000780,CUST00664,PROD0026,2024-04-23 23:26:00,SNS,상담원12,제품 불량,대기중,28,매우만족,,고객 피드백 있음
SVC000781,CUST00017,PROD0035,2024-04-23 09:10:00,이메일,상담원13,결제 오류,대기중,79,보통,2024-04-24 04:46:00,긴급 처리
SVC000782,CUST00645,PROD0034,2024-04-18 23:57:00,이메일,상담원9,기술 지원,해결완료,48,만족,2024-05-15 14:59:00,재문의 필요
SVC000783,CUST00148,PROD0035,2024-04-16 04:53:00,전화,상담원17,반품/교환,해결완료,55,매우불만족,,
SVC000784,CUST00277,PROD0040,2024-05-30 19:05:00,카톡,상담원20,프로모션 문의,진행중,21,불만족,2024-02-24 01:18:00,
SVC000785,CUST00232,PROD0016,2024-02-06 06:19:00,전화,상담원12,프로모션 문의,해결완료,74,매우만족,2024-04-20 12:21:00,
SVC000786,CUST00826,PROD0038,2024-05-01 16:21:00,카톡,상담원5,배송 지연,진행중,89,보통,,긴급 처리
SVC000787,CUST00927,PROD0013,2024-01-17 18:48:00,전화,상담원12,기술 지원,진행중,12,만족,,영구차단 고객
SVC000788,CUST00366,PROD0023,2024-04-06 02:00:00,카톡,상담원1,가격 정보 문의,해결완료,83,매우만족,,
SVC000789,CUST00228,PROD0022,2024-04-14 20:58:00,전화,상담원20,프로모션 문의,대기중,100,보통,2024-06-19 09:49:00,고객 피드백 있음
SVC000790,CUST00651,PROD0016,2024-03-10 13:11:00,카톡,상담원16,계정 문제,대기중,78,만족,2024-02-08 09:11:00,긴급 처리
SVC000791,CUST00436,PROD0028,2024-05-22 14:45:00,전화,상담원12,배송 지연,미해결,32,매우만족,,
SVC000792,CUST00399,PROD0048,2024-05-25 04:12:00,이메일,상담원9,제품 문의,해결완료,83,보통,,영구차단 고객
SVC000793,CUST00211,PROD0035,2024-02-17 12:18:00,SNS,상담원13,서비스 문의,해결완료,16,보통,2024-06-23 12:40:00,
SVC000794,CUST00391,PROD0045,2024-05-21 15:02:00,전화,상담원17,배송 지연,해결완료,47,매우만족,2024-03-27 00:36:00,긴급 처리
SVC000795,CUST00499,PROD0046,2024-03-18 18:19:00,SNS,상담원17,배송 지연,해결완료,86,만족,2024-02-04 04:38:00,고객 피드백 있음
SVC000796,CUST00540,PROD0008,2024-05-06 17:47:00,이메일,상담원4,프로모션 문의,해결완료,41,만족,,
SVC000797,CUST00563,PROD0044,2024-04-28 07:01:00,이메일,상담원14,반품/교환,미해결,112,매우만족,,재문의 필요
SVC000798,CUST00491,PROD0022,2024-01-01 04:16:00,카톡,상담원19,기술 지원,해결완료,92,불만족,2024-05-31 06:44:00,고객 피드백 있음
SVC000799,CUST00442,PROD0021,2024-03-17 20:53:00,SNS,상담원7,제품 문의,해결완료,67,매우만족,2024-03-30 23:24:00,고객 피드백 있음
SVC000800,CUST00261,PROD0026,2024-06-11 15:07:00,라이브채팅,상담원3,계정 문제,해결완료,105,매우만족,2024-01-17 23:47:00,
SVC000801,CUST00773,PROD0040,2024-06-16 21:57:00,카톡,상담원1,반품/교환,해결완료,97,매우만족,2024-02-24 22:42:00,
SVC000802,CUST00350,PROD0021,2024-03-14 13:11:00,SNS,상담원12,결제 오류,해결완료,67,만족,2024-03-29 04:49:00,재문의 필요
SVC000803,CUST00352,PROD0025,2024-05-05 22:41:00,전화,상담원15,프로모션 문의,진행중,14,보통,2024-05-07 00:49:00,재문의 필요
SVC000804,CUST00520,PROD0041,2024-03-03 00:07:00,전화,상담원11,기술 지원,해결완료,82,만족,,
SVC000805,CUST00320,PROD0001,2024-03-11 15:04:00,이메일,상담원10,제품 불량,해결완료,84,매우만족,2024-01-31 04:17:00,고객 피드백 있음
SVC000806,CUST00138,PROD0006,2024-06-02 23:23:00,라이브채팅,상담원2,계정 문제,해결완료,41,불만족,,
SVC000807,CUST00550,PROD0023,2024-05-28 15:36:00,전화,상담원4,반품/교환,진행중,15,매우만족,2024-05-20 10:34:00,
